text,language,source
śrāddhāni kānicidbhūyo $ devatāsahitānyapi &,Sanskrit,GRETIL
adaivikāni ca punas % tānīmāni ca bhaṇyate // Ang_1.681 //,Sanskrit,GRETIL
vṛddhiśrāddhaṃ gayāśrāddhaṃ $ hataśrāddhaṃ tathaiva ca &,Sanskrit,GRETIL
dadhiśrāddhaṃ tṛṇaśrāddham % amādīnyakhilānyapi // Ang_1.682 //,Sanskrit,GRETIL
sadaivikāni khyātāni $ pretaśrāddhāni kṛtsnaśaḥ &,Sanskrit,GRETIL
adaivikāni proktāni % sodakumbhāni kṛtsnaśaḥ // Ang_1.683 //,Sanskrit,GRETIL
amādiśrāddhe kartavyāni,Sanskrit,GRETIL
pretaśrāddheṣu sarvatra $ saṃkalpo mukhyataḥ smṛtaḥ &,Sanskrit,GRETIL
abhyanujñāpi paramā % sā cātrā '; 'vāhanaṃ matam // Ang_1.684 //,Sanskrit,GRETIL
sapādyārghyagandhadhūpa- $ dīpapuṣpāṇi kevalāḥ &,Sanskrit,GRETIL
tilāḥ sarvatra tūṣṇīkā % kṛtsnaṃ vedamanu vinā // Ang_1.685 //,Sanskrit,GRETIL
tatra pūjā prakartavyā $ piṇḍadānaṃ ca dakṣiṇā &,Sanskrit,GRETIL
āvaśyakyatra paramā % dadhyājye vastrameva ca // Ang_1.686 //,Sanskrit,GRETIL
pūrvāhṇa eva kurvīta $ kutapaṃ nāvalokayet &,Sanskrit,GRETIL
piṇḍāni vāyasebhyo vā % gṛdhrebhyo vā nivedayet // Ang_1.687 //,Sanskrit,GRETIL
na cejjalacarebhyo vā $ nānyatra tu vinikṣipet &,Sanskrit,GRETIL
ekoddiṣṭādhikāriṇaḥ,Sanskrit,GRETIL
bhrātre bhaginyai putrāya % svāmine mātulāya ca // Ang_1.688 //,Sanskrit,GRETIL
mitrāya gurave śrāddhaṃ $ piturmātuḥ svasustathā &,Sanskrit,GRETIL
śvaśurāya śyālakāya % caikoddiṣṭaṃ na pārvaṇam // Ang_1.689 //,Sanskrit,GRETIL
apiṇḍakāni sapiṇḍakāni ca śrāddhāni,Sanskrit,GRETIL
yugakrāntimanuśrāddhaṃ $ pretaśrāddhādikaṃ tathā &,Sanskrit,GRETIL
apiṇḍakāni khyātāni % sapiṇḍānītarāṇi ca // Ang_1.690 //,Sanskrit,GRETIL
mahālayaṣoḍaśatve $ gajacchāyā 'tra no bhavet &,Sanskrit,GRETIL
ṣaṇṇavatyatvasaṃkhyāyai % sā hi pañcadaśatvataḥ // Ang_1.691 //,Sanskrit,GRETIL
yayā kayā saṃkhyayā vā $ tayā ṣaḍvidhayā bhavet &,Sanskrit,GRETIL
mahālayatvasya siddhir % viśeṣe tu phalaṃ tathā // Ang_1.692 //,Sanskrit,GRETIL
sarvatraivaṃ samākhyātā $ prayāsādhikyataḥ phalam &,Sanskrit,GRETIL
prabhavatyeva sumahan % nātra kāryā vicāraṇā // Ang_1.693 //,Sanskrit,GRETIL
mahālayaḥ pākṣiko 'yaṃ $ dvividhaḥ parikīrtitaḥ &,Sanskrit,GRETIL
ekaviprānekavipra- % bhedena kila tatra vai // Ang_1.694 //,Sanskrit,GRETIL
ekaviprākhyapakṣasya $ svarūpaṃ vacmi pūrvataḥ &,Sanskrit,GRETIL
mahālayānāṃ sarveṣām % āpakṣāntasya kevalam // Ang_1.695 //,Sanskrit,GRETIL
ye vṛtāḥ prathamadivase $ vānyeṣāṃ ca kevalam &,Sanskrit,GRETIL
ta eva nānye kartavyāḥ % pakṣānte śrāddhadakṣiṇā // Ang_1.696 //,Sanskrit,GRETIL
ekadaiva hi deyā syān $ na deyā syāttadā tadā &,Sanskrit,GRETIL
anekaviprapakṣe tu % pratinityaṃ ca bāḍavāḥ // Ang_1.697 //,Sanskrit,GRETIL
bhinnabhinnāḥ prakartavyāḥ $ pratinityaṃ pṛthak pṛthak &,Sanskrit,GRETIL
dakṣiṇā ca pradātavyā % pratipūrṣaṃ pṛthak pṛthak // Ang_1.698 //,Sanskrit,GRETIL
prativargaṃ na cedviprā $ varaṇīyā vidhānataḥ &,Sanskrit,GRETIL
ṣaḍdaivatyaṃ tu sarvatra % navadaivatyameva vā // Ang_1.699 //,Sanskrit,GRETIL
khyāto mahālayaḥ sadbhiḥ $ ṣaḍvidho 'pi mahālayaḥ &,Sanskrit,GRETIL
evameva prakartavyo % nānyathā taṃ samācaret // Ang_1.700 //,Sanskrit,GRETIL
sakṛnmahālayaḥ,Sanskrit,GRETIL
caredyadi viśeṣeṇa $ nānādaivatakena vai &,Sanskrit,GRETIL
sakṛnmahālayaḥ so 'yaṃ % sa bhavetkiṃ tu sa smṛtaḥ // Ang_1.701 //,Sanskrit,GRETIL
gayāśrāddhasamaḥ ko 'pi $ kathitaḥ paramo mahān &,Sanskrit,GRETIL
anirvācyo 'khilaiḥ śāstrair % mahāśrāddhaviśeṣakaḥ // Ang_1.702 //,Sanskrit,GRETIL
tādṛśaśrāddhakartā 'pi $ ṣaḍdaivatyena saṃyutam &,Sanskrit,GRETIL
navadaivatakenāpi % viṣṇunā vā samanvitam // Ang_1.703 //,Sanskrit,GRETIL
dhurilocanasaṃyuktaṃ $ kuryācchrāddhaṃ mahālayam &,Sanskrit,GRETIL
sakṛtpakṣeṇa vā pūrva- % proktapakṣeṣu yena vā // Ang_1.704 //,Sanskrit,GRETIL
pakṣeṇa kenacitkuryāt $ sa mahālayakṛdbhavet &,Sanskrit,GRETIL
na cedayaṃ gayāśrāddha- % tulitaṃ yaṃ ca kaṃcana // Ang_1.705 //,Sanskrit,GRETIL
puṇyaṃ śrāddhaviśeṣaṃ vai $ kuryādeveti sā śrutiḥ &,Sanskrit,GRETIL
mahālayasya bharaṇyādīnāṃ ślāghyatvam,Sanskrit,GRETIL
dine dine gayātulya % bharaṇyāṃ gayapañcakam // Ang_1.706 //,Sanskrit,GRETIL
daśatulyaṃ vyatīpāte $ pakṣamadhye tu viṃśatiḥ &,Sanskrit,GRETIL
dvādaśyāṃ śatamityāhur % amāyāṃ tu sahasrakam // Ang_1.707 //,Sanskrit,GRETIL
mahālayakālaḥ,Sanskrit,GRETIL
āṣāḍhīmavadhiṃ kṛtvā $ yasyāḥ pakṣastu pañcamaḥ &,Sanskrit,GRETIL
mahālaya iti proktaḥ % pitḥṇāṃ śrāddhasaṃpade // Ang_1.708 //,Sanskrit,GRETIL
yatināṃ mahālayaḥ,Sanskrit,GRETIL
tatra pakṣe yatīnāṃ tu $ dvādaśyāṃ śrāddhamācaret &,Sanskrit,GRETIL
durmṛtānām,Sanskrit,GRETIL
caturdaśyāṃ viśeṣeṇa % durmṛtānāṃ caretkriyām // Ang_1.709 //,Sanskrit,GRETIL
sumaṅgalyāḥ,Sanskrit,GRETIL
sumaṅgalīnāṃ kathitaṃ $ navamyāṃ śrāddhamekakam &,Sanskrit,GRETIL
aśrotriyakalatrāṇāṃ % yāvattadbhartṛvartanam // Ang_1.710 //,Sanskrit,GRETIL
prāṇiloke tatastattu $ kuryādvā na tu vā dvayam &,Sanskrit,GRETIL
etadasti hyanuṣṭhānaṃ % sakṛnmahālaye tu cet // Ang_1.711 //,Sanskrit,GRETIL
yāvatpaitṛkadharmāḥ syus $ tulitastena sa smṛtaḥ &,Sanskrit,GRETIL
atīto yadi pakṣaḥ sa % tadbhinne 'parapakṣake // Ang_1.712 //,Sanskrit,GRETIL
tadanyasmin tādṛśe vai $ tadanyasmin tathāvidhe &,Sanskrit,GRETIL
yāvattu vṛścikastiṣṭhet % tāvattattu samācaret // Ang_1.713 //,Sanskrit,GRETIL
adarśane vṛścikasya $ jāte tatpitaraḥ param &,Sanskrit,GRETIL
dhanurmāse tu saṃprāpte % śrāddhākaraṇamīkṣya vai // Ang_1.714 //,Sanskrit,GRETIL
sadyaḥ śāpapradānāyod- $ yuktā eva bhavanti vai &,Sanskrit,GRETIL
tāvadeva tato bhaktyā % śrāddhaṃ mahālayākhyakam // Ang_1.715 //,Sanskrit,GRETIL
vidhinaiva prakurvīta $ na ceddoṣo mahān bhavet &,Sanskrit,GRETIL
yena kena prakāreṇa % tataśca śrāddhamekakam // Ang_1.716 //,Sanskrit,GRETIL
kuryādeva pituḥ śrāddha- $ tulyaṃ pratyabdameva vai &,Sanskrit,GRETIL
mahālaye pare 'hani tarpaṇam,Sanskrit,GRETIL
pratyabdadharmā nikhilāḥ % sakṛnmahālayasya te // Ang_1.717 //,Sanskrit,GRETIL
bhaveyureva tasmāttu $ pare 'hanyeva tarpaṇam &,Sanskrit,GRETIL
śrāddhe yāvanta uddiṣṭās % tatpare 'hani tān yajet // Ang_1.718 //,Sanskrit,GRETIL
ravyudayātpūrvaṃ tarpaṇam,Sanskrit,GRETIL
taccheṣatiladarbhaistu $ pūrvaṃ sūryodayasya vai &,Sanskrit,GRETIL
pranaṣṭapitṛkaścettu % tarpaṇasyādhikāryayam // Ang_1.719 //,Sanskrit,GRETIL
sa pranaṣṭaprasūrnityaṃ $ tarpaṇe 'dhikṛto bhavet &,Sanskrit,GRETIL
jīvatpitṛkaśrāddham,Sanskrit,GRETIL
māsiśrāddhe pitṛyajñe % nāndīśrāddhe ca santatam // Ang_1.720 //,Sanskrit,GRETIL
jīvattāto 'pi kartā syād $ ā homātkaraṇaṃ smṛtam &,Sanskrit,GRETIL
pūrvadvaye tu satataṃ % nāndīśrāddhaṃ tu sarvadā // Ang_1.721 //,Sanskrit,GRETIL
yeṣāmeva pitā dadyāt $ tebhyo dadyāttu tatsutaḥ &,Sanskrit,GRETIL
tāte bhraṣṭe ca saṃnyaste % rugṇe rogaikapīḍite // Ang_1.722 //,Sanskrit,GRETIL
yatkartavyaṃ tena karma $ paitṛkaṃ tatsutaścaret &,Sanskrit,GRETIL
śrāddhe vaidikāgnyadhikāriṇaḥ,Sanskrit,GRETIL
pitroḥ śrāddhaṃ svapatnyāśca % sapatnīmātureva ca // Ang_1.723 //,Sanskrit,GRETIL
mātāmahasya tatpatnyāḥ $ śrāddhamaupāsane bhavet &,Sanskrit,GRETIL
tadbhinnānāṃ tu sarveṣāṃ % śrāddhaṃ syāllaukikānale // Ang_1.724 //,Sanskrit,GRETIL
aputrāṇāṃ pitṛvyānāṃ $ bhrātḥṇāmagrajanmanām &,Sanskrit,GRETIL
tatpatnīnāṃ ca sarvāsāṃ % laukikāgnau yathāvidhi // Ang_1.725 //,Sanskrit,GRETIL
avaśyatvena kartavyaṃ $ na tyājyaṃ dharmato 'khilaiḥ &,Sanskrit,GRETIL
pratyabdaṃ śrāddhamātraṃ syāt % pitṛśrāddhasamānataḥ // Ang_1.726 //,Sanskrit,GRETIL
aṣṭakāmāsiśrāddham,Sanskrit,GRETIL
māghakṛṣṇāṣṭamī yasyāṃ $ rātrau kuryātsamantrakam &,Sanskrit,GRETIL
homaṃ dadhyañjalistasyā- % pūpasya sthānake tataḥ // Ang_1.727 //,Sanskrit,GRETIL
navamyāṃ tu tato bhaktyā $ śrāddhaṃ kuryādvidhānataḥ &,Sanskrit,GRETIL
māsiśrāddhavidhānena % tāvanmātreṇa kevalam // Ang_1.728 //,Sanskrit,GRETIL
tāni śiṣṭāni sarvāṇi hy $ ekādaśa kilā 'ṣṭakāḥ &,Sanskrit,GRETIL
kṛtā eva bhavennūnaṃ % laghūpāyo 'yamucyate // Ang_1.729 //,Sanskrit,GRETIL
aṣṭakāsu yathā darśa- $ śrāddhato 'khilapaitṛkāḥ &,Sanskrit,GRETIL
kṛtaprāyā iti tathā % laghūpāyaḥ prakīrtitaḥ // Ang_1.730 //,Sanskrit,GRETIL
sarvāṇi pṛthageva syuḥ $ kāryāṇi niyamena vai &,Sanskrit,GRETIL
aṣṭottarāṇi khyātāni % kadācittu viśeṣataḥ // Ang_1.731 //,Sanskrit,GRETIL
asamarthasya tu prokto $ laghūpāyastu kaścana &,Sanskrit,GRETIL
samarthastu yathākalpaṃ % pratisaṃvatsaraṃ dvijaḥ // Ang_1.732 //,Sanskrit,GRETIL
sarvāṇi kuryācchrāddhāni $ na ceddoṣaśca kīrtitaḥ &,Sanskrit,GRETIL
śrāddhaprayogaḥ,Sanskrit,GRETIL
śrāddhaprayogaśca mayā % kṛtsna evocyate 'dhunā // Ang_1.733 //,Sanskrit,GRETIL
nimantraṇam,Sanskrit,GRETIL
nimantraṇaṃ ca pūrvedyuḥ $ prakartavyaṃ vidhānataḥ &,Sanskrit,GRETIL
nimantraṇārhāḥ,Sanskrit,GRETIL
viprāṇāṃ vedināṃ nityaṃ % kāryaṃ nā 'vedināṃ tarām // Ang_1.734 //,Sanskrit,GRETIL
kukṣau tiṣṭhati yasyānnaṃ $ vedābhyāsena jīryate &,Sanskrit,GRETIL
kulaṃ tārayate teṣāṃ % daśa pūrvān daśā 'parān // Ang_1.735 //,Sanskrit,GRETIL
vedādhyāyī tu yo vipraḥ $ satataṃ brahmaṇi sthitaḥ &,Sanskrit,GRETIL
sācāraḥ sāgnihotrī ca % so 'gnirvai kavyavāhanaḥ // Ang_1.736 //,Sanskrit,GRETIL
vedahīnanimantraṇe,Sanskrit,GRETIL
mantrapūtaṃ tu yacchrāddham $ amantrāya prayacchati &,Sanskrit,GRETIL
tadannaṃ tasya kukṣisthaṃ % rudatyeva na saṃśayaḥ // Ang_1.737 //,Sanskrit,GRETIL
śapatyenaṃ pradātāraṃ $ svasya taṃ tādṛśaṃ kila &,Sanskrit,GRETIL
yajanaṃ ca pradātāraṃ % tadannaṃ taddhṛdi sthitam // Ang_1.738 //,Sanskrit,GRETIL
yāvataḥ piṇḍān khalu sa $ prāśnāti haviṣo 'lpakaḥ &,Sanskrit,GRETIL
tāvataḥ śūlān grasati % prāpya vaivasvataṃ yamam // Ang_1.739 //,Sanskrit,GRETIL
dātṛhastaṃ ca chindanti $ jihvāyamitarasya ca &,Sanskrit,GRETIL
paśyataścakṣuṣī caiva % śṛṇvataḥ śrotrayugmakam // Ang_1.740 //,Sanskrit,GRETIL
durlabhāyāṃ svaśākhāyāṃ $ bhoktḥnanyānnivedayet &,Sanskrit,GRETIL
svaśāravīyaḥ ślāghyaḥ,Sanskrit,GRETIL
pitroḥ śrāddhe viśeṣeṇa % svaśākhīyānnivedayet // Ang_1.741 //,Sanskrit,GRETIL
kanyādānaṃ pitṛśrāddhaṃ $ śuddhakacchebhya eva ca &,Sanskrit,GRETIL
pradeyaṃ syātprayatnena % nāsatkacchebhya eva vai // Ang_1.742 //,Sanskrit,GRETIL
abhojyāḥ,Sanskrit,GRETIL
rogayuktaṃ duṣṭabuddhiṃ $ duṣṭacāritratatparam &,Sanskrit,GRETIL
sadoṣakaṃ ca sadveṣaṃ % kunakhaṃ śyāvadantakam // Ang_1.743 //,Sanskrit,GRETIL
nityā 'prayatavarṣmāṇaṃ $ durvarṇaṃ ca kurūpiṇam &,Sanskrit,GRETIL
nakṣatrajīvanaṃ dāsa- % kṛtyaṃ śūdraikajīvinam // Ang_1.744 //,Sanskrit,GRETIL
śūdraikayājakaṃ śūdra- $ puṣṭaṃ śūdraniketanam &,Sanskrit,GRETIL
śūdrapratigrahaparaṃ % nityayācakameva ca // Ang_1.745 //,Sanskrit,GRETIL
tathā pallavikaṃ krūram $ ātmasaṃbhāvinaṃ śapam &,Sanskrit,GRETIL
atimāninamagrāhyaṃ % niṣkriyaṃ vedanindakam // Ang_1.746 //,Sanskrit,GRETIL
vedavikrayiṇaṃ nityaṃ $ grāmayājakameva ca &,Sanskrit,GRETIL
brahmavidveṣiṇaṃ caiva % brahmasvaharaṇonmukham // Ang_1.747 //,Sanskrit,GRETIL
paradāraparaṃ duṣṭaṃ $ paradāraikacintakam &,Sanskrit,GRETIL
tyaktabhāryaṃ dattaputraṃ % putravikrayiṇaṃ tathā // Ang_1.748 //,Sanskrit,GRETIL
mātāpitrorupoṣṭāraṃ $ gurudrohiṇameva ca &,Sanskrit,GRETIL
dhanasaṃgrahaṇodyukta- % mānasaṃ dhaninaṃ kaṭum // Ang_1.749 //,Sanskrit,GRETIL
nirdayaṃ dānavimukhaṃ $ nāstikaṃ paradūṣakam &,Sanskrit,GRETIL
maṇikārasvarṇakāra- % rajakādipurohitam // Ang_1.750 //,Sanskrit,GRETIL
adhikāśamatṛptaṃ ca $ durvādaṃ dāmbhikaṃ jaḍam &,Sanskrit,GRETIL
vedakarmatyāgapūrva- % śāstramātrakṛtaśramam // Ang_1.751 //,Sanskrit,GRETIL
nāstikaṃ kiṃbhaviṣyanta- $ mṛṇinaṃ tyaktavedakam &,Sanskrit,GRETIL
tyaktasnānaṃ tyaktasaṃdhyaṃ % nivṛttakṣurakarmakam // Ang_1.752 //,Sanskrit,GRETIL
kṛtārdhakṣurakarmāṇaṃ $ tucchaṃ vikasitamehanam &,Sanskrit,GRETIL
phalguṃ kubjaṃ tathā cāndhaṃ % badhiraṃ bhrāntamulbaṇam // Ang_1.753 //,Sanskrit,GRETIL
unmattaṃ durbalaṃ sannaṃ $ kopinaṃ kunakhaṃ ratam &,Sanskrit,GRETIL
kuṇḍakaṃ golakaṃ vrātyam % aśuciṃ parasūtakam // Ang_1.754 //,Sanskrit,GRETIL
parānninaṃ parādhīnaṃ $ karṣakaṃ vārdhuṣiṃ vṛṣam &,Sanskrit,GRETIL
nṛpavṛttiṃ vaiśyavṛttiṃ % śūdravṛttiṃ durāśayam // Ang_1.755 //,Sanskrit,GRETIL
atyantacapalaṃ śrāntam $ avīrāpatimeva ca &,Sanskrit,GRETIL
tathaiva garbhiṇīnātham % abhojyānnaṃ durāgasam // Ang_1.756 //,Sanskrit,GRETIL
aśrotriyasutaṃ kāru- $ dhṛtavastraṃ ca duḥśaṭham &,Sanskrit,GRETIL
gāyakaṃ vraṇinaṃ kṣudra- % bhāṣiṇaṃ tucchabhāṣakam // Ang_1.757 //,Sanskrit,GRETIL
hāsyakāraṃ naṭaṃ nāṭya- $ vidyaṃ buruḍakṛtyakam &,Sanskrit,GRETIL
kṣudrajīvaṃ kāryajīvaṃ % nityavetanajīvinam // Ang_1.758 //,Sanskrit,GRETIL
na bhojayetprayatnena $ nimantraṇadinātparam &,Sanskrit,GRETIL
dinatrayaṃ varjayityā % vṛṇuyādaticaryayā // Ang_1.759 //,Sanskrit,GRETIL
anumāsikabhoktāraṃ $ pakṣamātraṃ parityajet &,Sanskrit,GRETIL
ūnamāsikabhoktāraṃ % māsamātraṃ parityajet // Ang_1.760 //,Sanskrit,GRETIL
nagnaśrāddhe varṣamātraṃ $ navaśrāddhe tadardhakam &,Sanskrit,GRETIL
ṣoḍaśe sārdhavarṣaṃ tu % sapiṇḍe ca dvivatsaram // Ang_1.761 //,Sanskrit,GRETIL
varjayitvā dvijaṃ paścād $ grāhayecchrāddhakarmaṇi &,Sanskrit,GRETIL
śūdrāmaśrāddhagaṃ samyak % tyajedvarṣatrayaṃ tathā // Ang_1.762 //,Sanskrit,GRETIL
nṛpavaiśyaśrāddhabhissā- $ bhakṣakaṃ santataṃ tarām &,Sanskrit,GRETIL
varjayedabdamātraṃ tu % grāmacaṇḍālakarmasu // Ang_1.763 //,Sanskrit,GRETIL
āmaśrāddhagṛhītāraṃ $ taddine nāvalokayet &,Sanskrit,GRETIL
divārātramasaṃbhāṣyo % divākīrtyapurohitaḥ // Ang_1.764 //,Sanskrit,GRETIL
puṇyakāle tvasaṃbhāṣyaḥ $ kulālānāṃ purohitaḥ &,Sanskrit,GRETIL
bhānuvāre bhaumavāre % śukravāre ca santatam // Ang_1.765 //,Sanskrit,GRETIL
asaṃbhāṣyaḥ prayatnena $ parasaunapurohitaḥ &,Sanskrit,GRETIL
parvaṇoryogakāleṣu % dvijaveśyāpurohitaḥ // Ang_1.766 //,Sanskrit,GRETIL
nāvekṣyā eva caite vai $ yadi dṛṣṭāstadā tadā &,Sanskrit,GRETIL
agnermanve 'nuvākasya % paṭhanātkṛtakṛtyatā // Ang_1.767 //,Sanskrit,GRETIL
tīrthapratigrahī dṛṣṭo $ yadi śrāddhadine tarām &,Sanskrit,GRETIL
tīrthajīvī tadāvāsī % tatpurohita eva ca // Ang_1.768 //,Sanskrit,GRETIL
yadā dṛṣṭastadā sūryaṃ $ paśyemeti vilokayet &,Sanskrit,GRETIL
varaṇam,Sanskrit,GRETIL
tripūrṣacaryāvṛttāntaḥ % spaṣṭo yasya bhavettarām // Ang_1.769 //,Sanskrit,GRETIL
tādṛśaṃ prayataṃ dvāntam $ alolupamadāmbhikam &,Sanskrit,GRETIL
yadṛcchālābhasantuṣṭaṃ % śrotriyaṃ vedinaṃ śucim // Ang_1.770 //,Sanskrit,GRETIL
nityāgniṃ pūrvavayasaṃ $ sudhiyaṃ satkulodbhavam &,Sanskrit,GRETIL
tasmātpratyupakāraika- % rahitaṃ sumukhaṃ dvijam // Ang_1.771 //,Sanskrit,GRETIL
samīkṣya varayetsamyag $ brāhmaṇaṃ śrāddhakarmaṇi &,Sanskrit,GRETIL
ādau saṃkalpya prayataḥ % sapavitrakarastathā // Ang_1.772 //,Sanskrit,GRETIL
darbhapāṇiḥ kṛtaprāṇāy- $ āmo 'tvaratarastarām &,Sanskrit,GRETIL
akrodhanaśca sumukho % vācā saṃkalpamācaret // Ang_1.773 //,Sanskrit,GRETIL
deśaṃ kālaṃ ca saṃkīrtya $ tathā ca prakṛte tataḥ &,Sanskrit,GRETIL
pitḥn devān prākṛtānvai % samuddiśya ca prākṛtam // Ang_1.774 //,Sanskrit,GRETIL
kariṣye karma caiveti $ saṃkalpaṃ prathamaṃ caret &,Sanskrit,GRETIL
prasādāya darbhadānam,Sanskrit,GRETIL
viśveṣāmatra devānāṃ % sthānamāhavanīyake // Ang_1.775 //,Sanskrit,GRETIL
kṣaṇaṃ kṛtvā prasādo 'dya $ karaṇīya udīryate &,Sanskrit,GRETIL
ityevaṃ dakṣiṇe haste % dadyāddarbhān dvijasya vai // Ang_1.776 //,Sanskrit,GRETIL
etaddhai varaṇaṃ proktaṃ $ pitḥṇāmevameva vai &,Sanskrit,GRETIL
maṇḍalapūjā,Sanskrit,GRETIL
kṛtvā tu varaṇaṃ paścād % oṃ tatheti ca codite // Ang_1.777 //,Sanskrit,GRETIL
kṛtvā tu maṇḍalaṃ śuddhaṃ $ gomayena vidhānataḥ &,Sanskrit,GRETIL
maṇḍalaṃ pūjayitvādau % daivaṃ paitṛkameva ca // Ang_1.778 //,Sanskrit,GRETIL
maṇḍalātpaścime bhāge $ brāhmaṇe svāgatīkṛte &,Sanskrit,GRETIL
tatraiva visṛjetpādyaṃ % kṣālayenmaṇḍalopari // Ang_1.779 //,Sanskrit,GRETIL
gulphayoradhaḥ kṣālanam,Sanskrit,GRETIL
pādaprakṣālanaṃ śrāddhe $ varaṃ syādgulphayoradhaḥ &,Sanskrit,GRETIL
pitḥṇāṃ narakaṃ ghoraṃ % romasaṃsaktavāriṇā // Ang_1.780 //,Sanskrit,GRETIL
yadi syādromasaṃsaktaṃ $ pādaprakṣālane bhavet &,Sanskrit,GRETIL
taddoṣaparihārāya % ājānu kṣālayetparam // Ang_1.781 //,Sanskrit,GRETIL
ācamanaprakaraṇam,Sanskrit,GRETIL
ādāvantye ca pādye ca $ viṣṭare vikire tathā &,Sanskrit,GRETIL
ucchiṣṭapiṇḍadāne ca % ṣaṭsu cācamanaṃ smṛtam // Ang_1.782 //,Sanskrit,GRETIL
kartuḥ pūrvaṃ bhokturācamane,Sanskrit,GRETIL
kartā 'nācamya yadbhoktā $ kuryādācamanakriyām &,Sanskrit,GRETIL
śuno mūtrasamaṃ toyaṃ % tasmāttatparivarjayet // Ang_1.783 //,Sanskrit,GRETIL
devādibhojanadik,Sanskrit,GRETIL
udaṅmukhastu devānāṃ $ pitḥṇāṃ dakṣiṇāmukhaḥ &,Sanskrit,GRETIL
pradadyātpārvaṇe sarvaṃ % devapūjāvidhānataḥ // Ang_1.784 //,Sanskrit,GRETIL
varaṇatrayakālaḥ,Sanskrit,GRETIL
kecidrātrau tu pūrvedyus $ taddine prātareva ca &,Sanskrit,GRETIL
kutape taddine bhūyas % trivāraṃ śrāddhamūcire // Ang_1.785 //,Sanskrit,GRETIL
sakṛdeveti tajjāmi- $ tayā śrāddhaṃ prakurvate &,Sanskrit,GRETIL
tatsthāne varaṇaṃ kṛtvā % śrāddhaṃ sarvaṃ prakurvate // Ang_1.786 //,Sanskrit,GRETIL
oṃ bhūrbhuvaḥ suvariti $ svāhāntamantro vai tataḥ &,Sanskrit,GRETIL
viṣṭaraḥ,Sanskrit,GRETIL
ayaṃ vo viṣṭaraśceti % pradadyādviṣṭaraṃ tathā // Ang_1.787 //,Sanskrit,GRETIL
svadhāśabdaṃ pitṛsthāne $ sarvatraivaṃ vidhīyate &,Sanskrit,GRETIL
anenaiva tu mantreṇa % tatpūjā vihitā parā // Ang_1.788 //,Sanskrit,GRETIL
ayaṃ hi paramo mantraḥ $ pitḥṇāmarcane mahān &,Sanskrit,GRETIL
prayoktavyaḥ śrāddhadine % mantrāḥ prākṛtamātṛkāḥ // Ang_1.789 //,Sanskrit,GRETIL
viśvān devān pitḥnvāpi $ saṃbudhyoccārya tatparam &,Sanskrit,GRETIL
pūrvoktenaiva mantreṇa % viṣṭaraṃ pratipādayet // Ang_1.790 //,Sanskrit,GRETIL
ṣaṣṭhyantenāsanaṃ dadyāt $ kṣaṇaśca kriyatāmiti &,Sanskrit,GRETIL
kṣaṇaṃ dadyāttu darbheṇa % hastasaṃsparśanena vā // Ang_1.791 //,Sanskrit,GRETIL
prāpnuvantu bhavantaśca $ tārapūrveṇa vai vadet &,Sanskrit,GRETIL
arghyaṃ kṛtvā kṛtaḥ proktaḥ % kartavya iti cettataḥ // Ang_1.792 //,Sanskrit,GRETIL
darbhānāstīrya bhūpṛṣṭhe $ tatra pātramadhobilam &,Sanskrit,GRETIL
nikṣipya taduparyevaṃ % darbhairācchidya vai tataḥ // Ang_1.793 //,Sanskrit,GRETIL
uddhṛtya prokṣya tatpātre $ yavānnikṣipya śambaram &,Sanskrit,GRETIL
bhūrbhuvaḥsuvarāpūrva- % gandhākṣatasumādikam // Ang_1.794 //,Sanskrit,GRETIL
tatra nikṣipya taccāmbhas $ taddhaste 'rghyaṃ pradāpayet &,Sanskrit,GRETIL
āvāhanaṃ ca tatpūrvaṃ % paraṃ vā tatkṛtākṛtam // Ang_1.795 //,Sanskrit,GRETIL
yadi kartavyadhīḥ syāccet $ tadā vyāhṛtibhiścaret &,Sanskrit,GRETIL
yā divyā iti vā no ced % devā vo 'rdhyamiti bruvan // Ang_1.796 //,Sanskrit,GRETIL
dadyāttamarghyaṃ devebhyaḥ $ pitṛbhyaśca krameṇa vai &,Sanskrit,GRETIL
āvāhane viśvedevā % uśantastviti yugmakam // Ang_1.797 //,Sanskrit,GRETIL
ubhayatra prakathitaṃ $ kecanātrāparāmṛcam &,Sanskrit,GRETIL
viśvedevāsa ityekāṃ % viśvedeveti vai parām // Ang_1.798 //,Sanskrit,GRETIL
āgacchantviti tāṃ cāpi $ devārthe prajapanti vai &,Sanskrit,GRETIL
pitṛsthāna uśantastvā % āyantu na itīva vai // Ang_1.799 //,Sanskrit,GRETIL
prajapeyuḥ kecanātra $ tadetat kathitaṃ param &,Sanskrit,GRETIL
kṛtākṛtaṃ prakathitam % anuktābādhakaṃ na tu // Ang_1.800 //,Sanskrit,GRETIL
vedamātrānuktitastu $ gandhākṣatayavādikam &,Sanskrit,GRETIL
dhūpadīpadukūlādi % kṛtsnaṃ yajñopavītakam // Ang_1.801 //,Sanskrit,GRETIL
sarvaṃ vyāhātebhirdadyāt $ tūṣṇīṃ vā tadyathāruci &,Sanskrit,GRETIL
agnaukaṇāma,Sanskrit,GRETIL
tato 'gnau karaṇaṃ kuryād % yadi pūrvaṃ svasūtrataḥ // Ang_1.802 //,Sanskrit,GRETIL
